path,oid,confidence,signals,created,modified,changed,accessed
test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_temp_mike_134457.bak,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-12-30 07:17:16,2025-12-30 07:17:16,2026-05-16 16:52:01,2025-12-30 07:17:16
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_yankee_foxtrot_727835.bak,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-04-19 07:16:47,2022-04-19 07:16:47,2026-05-16 16:51:58,2022-04-19 07:16:47
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_log_130131.ini,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2021-10-14 07:17:10,2021-10-14 07:17:10,2026-05-16 16:52:00,2021-10-14 07:17:10
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_beta_cache_861983.json,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2025-06-11 07:16:10,2025-06-11 07:16:10,2026-05-16 16:51:57,2025-06-11 07:16:10
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_romeo_gamma_831931.dat,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-02-23 07:17:23,2025-02-23 07:17:23,2026-05-16 16:52:01,2025-02-23 07:17:23
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_tango_victor_844323.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-03-31 07:17:11,2025-03-31 07:17:11,2026-05-16 16:52:00,2025-03-31 07:17:11
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/elvis_dir_quebec_218899/xbpt_config_record_746941.dat,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-05-06 07:17:31,2024-05-06 07:17:31,2026-05-16 16:52:02,2024-05-06 07:17:31
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_victor_echo_578793.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2023-10-15 07:17:00,2023-10-15 07:17:00,2026-05-16 16:51:59,2023-10-15 07:17:00
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_zulu_output_293634.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2023-11-21 07:17:13,2023-11-21 07:17:13,2026-05-16 16:52:01,2023-11-21 07:17:13
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_cache_beta_265588.tmp,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-03-06 07:16:22,2022-03-06 07:16:22,2026-05-16 16:52:01,2022-03-06 07:16:22
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_index_temp_198731.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-02-28 07:17:26,2022-02-28 07:17:26,2026-05-16 16:52:02,2022-02-28 07:17:26
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_log_whiskey_169575.dat,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-12-26 07:16:15,2022-12-26 07:16:15,2026-05-16 16:51:53,2022-12-26 07:16:15
test/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_temp_foxtrot_475776.md,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-04-08 07:17:35,2025-04-08 07:17:35,2026-05-16 16:52:02,2025-04-08 07:17:35
test/elvis_dir_victor_783323/xbpt_delta_echo_626074.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-04-19 07:17:09,2025-04-19 07:17:09,2026-05-16 16:52:00,2025-04-19 07:17:09
test/elvis_dir_victor_783323/xbpt_record_mike_276675.tmp,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-12-01 07:17:11,2025-12-01 07:17:11,2026-05-16 16:52:00,2025-12-01 07:17:11
test/elvis_dir_victor_783323/xbpt_romeo_yankee_383561.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-05-31 07:17:29,2022-05-31 07:17:29,2026-05-16 16:52:02,2022-05-31 07:17:29
test/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2021-10-04 07:16:49,2021-10-04 07:16:49,2026-05-16 16:51:58,2021-10-04 07:16:49
test/elvis_dir_victor_783323/xbpt_yankee_output_781405.csv,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-09-04 07:16:57,2025-09-04 07:16:57,2026-05-16 16:51:59,2025-09-04 07:16:57
test/xbpt_config_log_982725.bin,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2021-10-15 07:17:19,2021-10-15 07:17:19,2026-05-16 16:52:01,2021-10-15 07:17:19
test/xbpt_index_india_423224.csv,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-06-06 07:17:11,2025-06-06 07:17:11,2026-05-16 16:52:00,2025-06-06 07:17:11
test/xbpt_india_papa_801739.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-08-11 07:17:32,2025-08-11 07:17:32,2026-05-16 16:52:02,2025-08-11 07:17:32
test/xbpt_india_temp_831504.csv,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-04-02 07:16:32,2024-04-02 07:16:32,2026-05-16 16:51:59,2024-04-02 07:16:32
test/xbpt_yankee_audit_433793.xml,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-02-12 07:16:16,2022-02-12 07:16:16,2026-05-16 16:51:55,2022-02-12 07:16:16
test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165/xbpt_audit_echo_178867.tmp,(non-res),MEDIUM,PRE_FORMAT,2026-01-01 07:16:17,2026-05-16 16:52:00,2026-05-16 16:52:01,2026-05-16 16:52:00
test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_backup_mike_407434.log,(non-res),MEDIUM,PRE_FORMAT,2021-05-18 07:16:04,2026-05-16 16:51:54,2026-05-16 16:51:58,2026-05-16 16:51:54
test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_hardlink_echo_387599.ini,(non-res),MEDIUM,PRE_FORMAT,2025-02-09 07:17:09,2026-05-16 16:52:02,2026-05-16 16:52:02,2026-05-16 16:52:02
test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_sierra_echo_921063.xml,(non-res),MEDIUM,PRE_FORMAT,2025-04-02 07:16:24,2026-05-16 16:51:55,2026-05-16 16:51:59,2026-05-16 16:51:55
test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_tango_echo_291736.csv,(non-res),MEDIUM,PRE_FORMAT,2025-04-01 07:16:26,2026-05-16 16:52:01,2026-05-16 16:52:01,2026-05-16 16:52:01
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_delta_sierra_216359.bin,(resident),MEDIUM,PRE_FORMAT,2024-04-04 07:17:02,2026-05-16 16:52:02,2026-05-16 16:52:02,2026-05-16 16:52:02
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_delta_cache_147912.bin,(resident),MEDIUM,PRE_FORMAT,2021-09-26 07:16:24,2026-05-16 16:52:00,2026-05-16 16:52:00,2026-05-16 16:52:00
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_report_audit_396522.txt,(non-res),MEDIUM,PRE_FORMAT,2021-09-29 07:16:41,2026-05-16 16:52:00,2026-05-16 16:52:00,2026-05-16 16:52:00
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_alpha_victor_250409.ini,(resident),MEDIUM,PRE_FORMAT,2026-02-23 07:17:05,2026-05-16 16:52:00,2026-05-16 16:52:00,2026-05-16 16:52:00
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_index_uniform_409576.json,(resident),MEDIUM,PRE_FORMAT,2024-12-12 07:16:57,2026-05-16 16:52:02,2026-05-16 16:52:02,2026-05-16 16:52:02
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_quebec_audit_121864.cfg,(resident),MEDIUM,PRE_FORMAT,2024-10-16 07:17:27,2026-05-16 16:52:02,2026-05-16 16:52:02,2026-05-16 16:52:02
test/elvis_dir_record_449015/xbpt_output_papa_412411.log,(resident),MEDIUM,PRE_FORMAT,2022-06-11 07:16:28,2026-05-16 16:52:00,2026-05-16 16:52:00,2026-05-16 16:52:00
test/elvis_dir_victor_783323/xbpt_report_quebec_867569.md,(non-res),MEDIUM,PRE_FORMAT,2025-05-12 07:17:04,2026-05-16 16:52:02,2026-05-16 16:52:02,2026-05-16 16:52:02
test/xbpt_foxtrot_config_966558.log,(resident),MEDIUM,PRE_FORMAT,2025-11-05 07:16:31,2026-05-16 16:52:02,2026-05-16 16:52:02,2026-05-16 16:52:02
test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/xbpt_november_yankee_663510.csv,(resident),LOW,CREATE_GT_MODIFY,2026-05-16 16:52:01,2025-04-01 07:16:26,2026-05-16 16:52:02,2026-05-16 16:52:01
test/elvis_dir_index_149423/xbpt_config_sync_830891.tmp,(resident),LOW,CREATE_GT_MODIFY,2026-05-16 16:52:01,2022-02-07 07:16:33,2026-05-16 16:51:56,2026-05-16 16:52:01
test/elvis_dir_india_800575/xbpt_report_temp_854937.tmp,(resident),LOW,CREATE_GT_MODIFY,2026-05-16 16:52:01,2022-02-07 07:16:33,2026-05-16 16:51:56,2026-05-16 16:52:01
test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_trace_gamma_651618.dat,(resident),LOW,CREATE_GT_MODIFY,2026-05-16 16:52:01,2021-10-19 07:16:21,2026-05-16 16:51:56,2026-05-16 16:52:01
