path,oid,confidence,signals,created,modified,changed,accessed
test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_zulu_trace_481495.md,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2024-06-07 07:17:11,2024-06-07 07:17:11,2026-05-16 16:41:33,2024-06-07 07:17:11
test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_backup_echo_585708.csv,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-06-17 07:16:38,2022-06-17 07:16:38,2026-05-16 16:41:31,2022-06-17 07:16:38
test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_romeo_output_531365.cfg,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-08-02 07:16:28,2026-05-16 16:41:30,2026-05-16 16:41:30,2026-05-16 16:41:30
test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_temp_mike_134457.bak,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-12-30 07:17:16,2025-12-30 07:17:16,2026-05-16 16:41:33,2025-12-30 07:17:16
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_yankee_foxtrot_727835.bak,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-04-19 07:16:47,2022-04-19 07:16:47,2026-05-16 16:41:31,2022-04-19 07:16:47
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_log_130131.ini,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2021-10-14 07:17:10,2021-10-14 07:17:10,2026-05-16 16:41:33,2021-10-14 07:17:10
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_beta_cache_861983.json,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2025-06-11 07:16:10,2025-06-11 07:16:10,2026-05-16 16:41:31,2025-06-11 07:16:10
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_romeo_gamma_831931.dat,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-02-23 07:17:23,2025-02-23 07:17:23,2026-05-16 16:41:34,2025-02-23 07:17:23
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_tango_victor_844323.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-03-31 07:17:11,2025-03-31 07:17:11,2026-05-16 16:41:33,2025-03-31 07:17:11
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/elvis_dir_quebec_218899/xbpt_config_record_746941.dat,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-05-06 07:17:31,2024-05-06 07:17:31,2026-05-16 16:41:34,2024-05-06 07:17:31
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_victor_echo_578793.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2023-10-15 07:17:00,2023-10-15 07:17:00,2026-05-16 16:41:32,2023-10-15 07:17:00
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_zulu_output_293634.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2023-11-21 07:17:13,2023-11-21 07:17:13,2026-05-16 16:41:33,2023-11-21 07:17:13
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_cache_beta_265588.tmp,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-03-06 07:16:22,2022-03-06 07:16:22,2026-05-16 16:41:33,2022-03-06 07:16:22
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_index_temp_198731.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-02-28 07:17:26,2022-02-28 07:17:26,2026-05-16 16:41:34,2022-02-28 07:17:26
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_log_whiskey_169575.dat,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-12-26 07:16:15,2022-12-26 07:16:15,2026-05-16 16:41:28,2022-12-26 07:16:15
test/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_temp_foxtrot_475776.md,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-04-08 07:17:35,2025-04-08 07:17:35,2026-05-16 16:41:34,2025-04-08 07:17:35
test/elvis_dir_victor_783323/xbpt_delta_echo_626074.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-04-19 07:17:09,2025-04-19 07:17:09,2026-05-16 16:41:33,2025-04-19 07:17:09
test/elvis_dir_victor_783323/xbpt_record_mike_276675.tmp,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-12-01 07:17:11,2025-12-01 07:17:11,2026-05-16 16:41:33,2025-12-01 07:17:11
test/elvis_dir_victor_783323/xbpt_romeo_yankee_383561.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-05-31 07:17:29,2022-05-31 07:17:29,2026-05-16 16:41:34,2022-05-31 07:17:29
test/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2021-10-04 07:16:49,2021-10-04 07:16:49,2026-05-16 16:41:31,2021-10-04 07:16:49
test/elvis_dir_victor_783323/xbpt_yankee_output_781405.csv,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-09-04 07:16:57,2025-09-04 07:16:57,2026-05-16 16:41:32,2025-09-04 07:16:57
test/xbpt_config_log_982725.bin,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2021-10-15 07:17:19,2021-10-15 07:17:19,2026-05-16 16:41:33,2021-10-15 07:17:19
test/xbpt_index_india_423224.csv,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-06-06 07:17:11,2025-06-06 07:17:11,2026-05-16 16:41:33,2025-06-06 07:17:11
test/xbpt_india_papa_801739.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-08-11 07:17:32,2025-08-11 07:17:32,2026-05-16 16:41:34,2025-08-11 07:17:32
test/xbpt_india_temp_831504.csv,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-04-02 07:16:32,2024-04-02 07:16:32,2026-05-16 16:41:32,2024-04-02 07:16:32
test/xbpt_yankee_audit_433793.xml,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-02-12 07:16:16,2022-02-12 07:16:16,2026-05-16 16:41:29,2022-02-12 07:16:16
testspecials/alpha_backup_597620.dat,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-01-30 16:36:49,2025-01-30 16:36:49,2026-05-16 16:36:49,2025-01-30 16:36:49
testspecials/dir_gamma_163068/alpha_tango_859870.md,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-11-07 16:35:27,2025-11-07 16:35:27,2026-05-16 16:35:27,2025-11-07 16:35:27
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/log_papa_426305.bin,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2026-02-19 16:34:43,2026-02-19 16:34:43,2026-05-16 16:34:43,2026-02-19 16:34:43
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/hardlink_output_296985.csv,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-05-05 16:35:30,2026-05-16 16:36:14,2026-05-16 16:37:15,2026-05-16 16:36:14
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/papa_victor_867137.csv,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-05-05 16:35:30,2022-05-05 16:35:30,2026-05-16 16:35:30,2022-05-05 16:35:30
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/dir_tango_488439/alpha_papa_542985.csv,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-05-05 16:35:30,2026-05-16 16:36:14,2026-05-16 16:36:14,2026-05-16 16:36:14
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/hardlink_hotel_423014.csv,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-05-05 16:35:30,2022-05-05 16:35:30,2026-05-16 16:35:30,2022-05-05 16:35:30
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_yankee_391369/hardlink_audit_733110.csv,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-05-05 16:35:30,2026-05-16 16:36:14,2026-05-16 16:36:14,2026-05-16 16:36:14
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_yankee_391369/hardlink_quebec_170707.csv,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-05-05 16:35:30,2026-05-16 16:36:14,2026-05-16 16:36:14,2026-05-16 16:36:14
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/foxtrot_data_307933.txt,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2023-10-26 16:36:16,2026-05-16 16:36:17,2026-05-16 16:36:17,2026-05-16 16:36:17
testspecials/dir_november_947335/dir_india_538407/hardlink_config_676528.csv,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-05-05 16:35:30,2026-05-16 16:36:14,2026-05-16 16:37:15,2026-05-16 16:36:14
testspecials/dir_november_947335/dir_sync_924581/dir_backup_133264/config_audit_125282.dat,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-09-07 16:35:25,2025-09-07 16:35:25,2026-05-16 16:35:25,2025-09-07 16:35:25
testspecials/dir_november_947335/dir_sync_924581/dir_backup_133264/echo_backup_486937.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-03-06 16:35:23,2025-03-06 16:35:23,2026-05-16 16:35:23,2025-03-06 16:35:23
testspecials/dir_november_947335/dir_sync_924581/dir_backup_133264/record_audit_213236.ini,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-11-07 16:37:12,2025-11-07 16:37:12,2026-05-16 16:37:12,2025-11-07 16:37:12
testspecials/dir_november_947335/dir_sync_924581/hardlink_november_224111.csv,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-05-05 16:35:30,2026-05-16 16:36:14,2026-05-16 16:36:14,2026-05-16 16:36:14
testspecials/foxtrot_romeo_101133.csv,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-05-05 16:35:30,2026-05-16 16:36:14,2026-05-16 16:36:14,2026-05-16 16:36:14
testspecials/hardlink_mike_576693.csv,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-08-11 16:34:51,2026-05-16 16:34:53,2026-05-16 16:34:53,2026-05-16 16:34:53
testspecials2/dir_kilo_616914/dir_index_179689/dir_yankee_777638/hardlink_log_206798.log,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-10-13 16:40:23,2022-10-13 16:40:23,2026-05-16 16:40:23,2022-10-13 16:40:23
testspecials2/dir_kilo_616914/dir_papa_668661/hardlink_romeo_734888.log,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-10-13 16:40:23,2022-10-13 16:40:23,2026-05-16 16:40:23,2022-10-13 16:40:23
testspecials2/dir_kilo_616914/dir_victor_389261/dir_november_374306/dir_papa_764536/hardlink_config_800823.md,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-01-08 16:38:05,2024-01-08 16:38:05,2026-05-16 16:39:18,2024-01-08 16:38:05
testspecials2/dir_kilo_616914/dir_victor_389261/dir_yankee_150988/dir_papa_820469/quebec_data_104204.txt,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2023-06-08 16:40:17,2023-06-08 16:40:17,2026-05-16 16:40:17,2023-06-08 16:40:17
testspecials2/dir_kilo_616914/dir_victor_389261/dir_yankee_150988/victor_whiskey_810580.txt,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2023-06-08 16:40:17,2023-06-08 16:40:17,2026-05-16 16:40:17,2023-06-08 16:40:17
testspecials2/dir_log_298284/dir_hotel_354514/dir_draft_263211/dir_papa_245702/hardlink_quebec_163025.md,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-01-08 16:38:05,2024-01-08 16:38:05,2026-05-16 16:39:18,2024-01-08 16:38:05
testspecials2/dir_log_298284/dir_hotel_354514/dir_draft_263211/dir_papa_245702/papa_romeo_408020.dat,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2021-09-05 16:40:29,2021-09-05 16:40:29,2026-05-16 16:40:29,2021-09-05 16:40:29
testspecials2/dir_oscar_397968/dir_romeo_329803/dir_audit_460776/dir_alpha_968646/dir_echo_972255/hardlink_log_887909.log,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-10-13 16:40:23,2022-10-13 16:40:23,2026-05-16 16:40:23,2022-10-13 16:40:23
testspecials2/dir_oscar_397968/dir_zulu_210476/dir_beta_287500/dir_archive_157527/romeo_trace_213249.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-04-22 16:38:15,2022-04-22 16:38:15,2026-05-16 16:38:15,2022-04-22 16:38:15
testspecials2/dir_oscar_397968/dir_zulu_210476/hardlink_hotel_135884.log,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-10-13 16:40:23,2022-10-13 16:40:23,2026-05-16 16:40:23,2022-10-13 16:40:23
testspecials2/dir_trace_120580/dir_india_806622/hardlink_temp_444830.txt,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2023-06-08 16:40:17,2023-06-08 16:40:17,2026-05-16 16:40:17,2023-06-08 16:40:17
testspecials2/hardlink_uniform_628960.log,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-10-13 16:40:23,2022-10-13 16:40:23,2026-05-16 16:40:23,2022-10-13 16:40:23
testspecials2/india_zulu_632200.md,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-01-08 16:38:05,2024-01-08 16:38:05,2026-05-16 16:39:18,2024-01-08 16:38:05
testspecials2/mike_cache_429213.bak,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2021-11-16 16:37:57,2021-11-16 16:37:57,2026-05-16 16:38:20,2021-11-16 16:37:57
testspecials2/trace_trace_495265.log,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-10-13 16:40:23,2022-10-13 16:40:23,2026-05-16 16:40:23,2022-10-13 16:40:23
test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165/xbpt_audit_echo_178867.tmp,(non-res),MEDIUM,PRE_FORMAT,2026-01-01 07:16:17,2026-05-16 16:41:33,2026-05-16 16:41:34,2026-05-16 16:41:33
test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_backup_mike_407434.log,(non-res),MEDIUM,PRE_FORMAT,2021-05-18 07:16:04,2026-05-16 16:41:28,2026-05-16 16:41:31,2026-05-16 16:41:28
test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_hardlink_echo_387599.ini,(non-res),MEDIUM,PRE_FORMAT,2025-02-09 07:17:09,2026-05-16 16:41:34,2026-05-16 16:41:34,2026-05-16 16:41:34
test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_sierra_echo_921063.xml,(non-res),MEDIUM,PRE_FORMAT,2025-04-02 07:16:24,2026-05-16 16:41:29,2026-05-16 16:41:32,2026-05-16 16:41:29
test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_tango_echo_291736.csv,(non-res),MEDIUM,PRE_FORMAT,2025-04-01 07:16:26,2026-05-16 16:41:33,2026-05-16 16:41:33,2026-05-16 16:41:33
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_delta_sierra_216359.bin,(resident),MEDIUM,PRE_FORMAT,2024-04-04 07:17:02,2026-05-16 16:41:34,2026-05-16 16:41:34,2026-05-16 16:41:34
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_delta_cache_147912.bin,(resident),MEDIUM,PRE_FORMAT,2021-09-26 07:16:24,2026-05-16 16:41:33,2026-05-16 16:41:33,2026-05-16 16:41:33
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_report_audit_396522.txt,(non-res),MEDIUM,PRE_FORMAT,2021-09-29 07:16:41,2026-05-16 16:41:32,2026-05-16 16:41:32,2026-05-16 16:41:32
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_alpha_victor_250409.ini,(resident),MEDIUM,PRE_FORMAT,2026-02-23 07:17:05,2026-05-16 16:41:33,2026-05-16 16:41:33,2026-05-16 16:41:33
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_index_uniform_409576.json,(resident),MEDIUM,PRE_FORMAT,2024-12-12 07:16:57,2026-05-16 16:41:34,2026-05-16 16:41:34,2026-05-16 16:41:34
test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_quebec_audit_121864.cfg,(resident),MEDIUM,PRE_FORMAT,2024-10-16 07:17:27,2026-05-16 16:41:34,2026-05-16 16:41:34,2026-05-16 16:41:34
test/elvis_dir_record_449015/xbpt_output_papa_412411.log,(resident),MEDIUM,PRE_FORMAT,2022-06-11 07:16:28,2026-05-16 16:41:33,2026-05-16 16:41:33,2026-05-16 16:41:33
test/elvis_dir_victor_783323/xbpt_report_quebec_867569.md,(non-res),MEDIUM,PRE_FORMAT,2025-05-12 07:17:04,2026-05-16 16:41:34,2026-05-16 16:41:34,2026-05-16 16:41:34
test/xbpt_foxtrot_config_966558.log,(resident),MEDIUM,PRE_FORMAT,2025-11-05 07:16:31,2026-05-16 16:41:34,2026-05-16 16:41:34,2026-05-16 16:41:34
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/hardlink_sync_966265.txt,(non-res),MEDIUM,PRE_FORMAT,2025-08-10 16:35:01,2026-05-16 16:37:08,2026-05-16 16:37:08,2026-05-16 16:37:08
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/gamma_delta_622114.tmp,(non-res),MEDIUM,PRE_FORMAT,2025-06-25 16:34:28,2026-05-16 16:34:30,2026-05-16 16:34:35,2026-05-16 16:34:30
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/hardlink_beta_807149.txt,(non-res),MEDIUM,PRE_FORMAT,2025-08-10 16:35:01,2026-05-16 16:37:08,2026-05-16 16:37:08,2026-05-16 16:37:08
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/hardlink_data_601823.txt,(non-res),MEDIUM,PRE_FORMAT,2025-08-10 16:35:01,2026-05-16 16:35:31,2026-05-16 16:35:31,2026-05-16 16:35:31
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/log_papa_718682.dat,(non-res),MEDIUM,PRE_FORMAT,2024-08-05 16:34:30,2026-05-16 16:34:31,2026-05-16 16:34:33,2026-05-16 16:34:31
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_foxtrot_394781/hardlink_india_710018.bak,(non-res),MEDIUM,PRE_FORMAT,2023-11-10 16:34:30,2026-05-16 16:35:32,2026-05-16 16:35:32,2026-05-16 16:35:32
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/data_temp_866006.txt,(non-res),MEDIUM,PRE_FORMAT,2025-08-10 16:35:01,2026-05-16 16:37:08,2026-05-16 16:37:08,2026-05-16 16:37:08
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/hardlink_romeo_901991.txt,(non-res),MEDIUM,PRE_FORMAT,2025-08-10 16:35:01,2026-05-16 16:37:08,2026-05-16 16:37:08,2026-05-16 16:37:08
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/mike_november_838527.csv,(resident),MEDIUM,PRE_FORMAT,2024-04-27 16:34:32,2026-05-16 16:34:39,2026-05-16 16:34:39,2026-05-16 16:34:39
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/dir_tango_488439/hardlink_tango_128794.txt,(non-res),MEDIUM,PRE_FORMAT,2025-08-10 16:35:01,2026-05-16 16:37:08,2026-05-16 16:37:08,2026-05-16 16:37:08
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_tango_400582/hardlink_foxtrot_552848.tmp,(non-res),MEDIUM,PRE_FORMAT,2025-06-25 16:34:28,2026-05-16 16:34:30,2026-05-16 16:34:35,2026-05-16 16:34:30
testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_yankee_391369/log_mike_670440.bak,(non-res),MEDIUM,PRE_FORMAT,2023-11-10 16:34:30,2026-05-16 16:35:32,2026-05-16 16:35:32,2026-05-16 16:35:32
testspecials/dir_uniform_195248/hardlink_temp_982613.txt,(non-res),MEDIUM,PRE_FORMAT,2025-08-10 16:35:01,2026-05-16 16:37:08,2026-05-16 16:37:08,2026-05-16 16:37:08
testspecials/draft_uniform_166420.txt,(non-res),MEDIUM,PRE_FORMAT,2025-08-10 16:35:01,2026-05-16 16:37:08,2026-05-16 16:37:08,2026-05-16 16:37:08
testspecials/hardlink_uniform_425955.csv,(non-res),MEDIUM,PRE_FORMAT,2024-02-23 16:34:40,2026-05-16 16:34:44,2026-05-16 16:34:44,2026-05-16 16:34:44
testspecials2/dir_kilo_616914/dir_backup_630871/hardlink_lima_842582.json,(non-res),MEDIUM,PRE_FORMAT,2025-01-10 16:38:27,2026-05-16 16:40:09,2026-05-16 16:40:09,2026-05-16 16:40:09
testspecials2/dir_kilo_616914/dir_india_415253/hardlink_draft_118833.log,(non-res),MEDIUM,PRE_FORMAT,2022-11-19 16:38:00,2026-05-16 16:38:13,2026-05-16 16:40:05,2026-05-16 16:38:13
testspecials2/dir_kilo_616914/dir_victor_389261/dir_november_374306/dir_archive_113008/tango_config_159789.csv,(resident),MEDIUM,PRE_FORMAT,2023-02-20 16:38:28,2026-05-16 16:38:33,2026-05-16 16:38:33,2026-05-16 16:38:33
testspecials2/dir_kilo_616914/dir_victor_389261/dir_yankee_150988/dir_india_422520/papa_delta_650001.csv,(resident),MEDIUM,PRE_FORMAT,2021-10-07 16:38:17,2026-05-16 16:38:38,2026-05-16 16:38:38,2026-05-16 16:38:38
testspecials2/dir_kilo_616914/hardlink_yankee_674597.log,(non-res),MEDIUM,PRE_FORMAT,2024-07-12 16:39:06,2026-05-16 16:39:33,2026-05-16 16:40:06,2026-05-16 16:39:33
testspecials2/dir_log_298284/dir_draft_685915/dir_papa_627382/zulu_tango_592986.json,(non-res),MEDIUM,PRE_FORMAT,2025-01-10 16:38:27,2026-05-16 16:40:09,2026-05-16 16:40:09,2026-05-16 16:40:09
testspecials2/dir_log_298284/dir_draft_685915/hardlink_kilo_662149.bak,(non-res),MEDIUM,PRE_FORMAT,2021-11-16 16:37:57,2026-05-16 16:39:50,2026-05-16 16:39:50,2026-05-16 16:39:50
testspecials2/dir_oscar_397968/dir_romeo_329803/dir_audit_460776/dir_alpha_968646/hardlink_cache_647318.json,(non-res),MEDIUM,PRE_FORMAT,2025-01-10 16:38:27,2026-05-16 16:40:09,2026-05-16 16:40:09,2026-05-16 16:40:09
testspecials2/dir_oscar_397968/dir_romeo_329803/dir_audit_460776/hardlink_alpha_942016.json,(non-res),MEDIUM,PRE_FORMAT,2025-01-10 16:38:27,2026-05-16 16:40:09,2026-05-16 16:40:09,2026-05-16 16:40:09
testspecials2/dir_oscar_397968/dir_romeo_329803/dir_audit_460776/report_tango_970124.log,(non-res),MEDIUM,PRE_FORMAT,2022-11-19 16:38:00,2026-05-16 16:38:13,2026-05-16 16:40:05,2026-05-16 16:38:13
