==============================================================================
ReFS Directory Tree
==============================================================================
  Image:           win11refs2tspecials.raw
  ReFS version:    3.14
  Cluster size:    0x1000
  Objects:         230
  Start OID:       0x600
  Start name:      Root Directory

  Total entries:   1550 (217 directories, 1333 files, 109 ADS)

  Type  OID          Attrs            Size Modified             Path
  FILE  (non-res)    Archive        179023 2026-05-16 16:41:34  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165/xbpt_oscar_foxtrot_866936.json
  FILE  (non-res)    Archive        403765 2026-05-16 16:41:27  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165/xbpt_output_lima_215617.json
  FILE  (non-res)    Archive        209277 2026-05-16 16:41:34  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165/xbpt_papa_archive_660135.txt
  FILE  (non-res)    Archive        472261 2024-08-03 07:17:33  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165/xbpt_zulu_india_473528.csv
  FILE  (non-res)    Archive        208467 2026-05-16 16:41:29  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/xbpt_cache_sync_352758.ini
  FILE  (non-res)    Archive        348773 2026-05-16 16:41:34  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/xbpt_cache_temp_298348.bak
  FILE  (non-res)    Archive         78863 2026-05-16 16:41:33  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/xbpt_log_romeo_711888.cfg
  FILE  (non-res)    Archive        181536 2025-04-01 07:16:26  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/xbpt_november_yankee_663510.csv
  FILE  (non-res)    Archive        519258 2026-05-16 16:41:33  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/xbpt_trace_gamma_472483.cfg
  FILE  (non-res)    Archive        322201 2026-05-16 16:41:34  test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/xbpt_zulu_audit_805568.ini
  FILE  (non-res)    Archive         36549 2026-05-16 16:41:34  test/elvis_dir_index_149423/elvis_dir_victor_121923/xbpt_hotel_mike_996142.cfg
  FILE  (non-res)    Archive        453197 2026-05-16 16:41:34  test/elvis_dir_index_149423/elvis_dir_victor_121923/xbpt_hotel_victor_678038.txt
  FILE  (non-res)    Archive       5242880 2026-05-16 16:41:35  test/elvis_dir_index_149423/elvis_dir_victor_121923/xbpt_large_5mb_romeo_293003.dat
  FILE  (non-res)    Archive        387932 2026-05-16 16:41:34  test/elvis_dir_index_149423/elvis_dir_victor_121923/xbpt_temp_uniform_753565.cfg
  FILE  (non-res)    Archive        339532 2024-11-23 07:17:31  test/elvis_dir_index_149423/elvis_dir_victor_121923/xbpt_whiskey_delta_922359.tmp
  FILE  (non-res)    Archive         71744 2026-05-16 16:41:34  test/elvis_dir_index_149423/elvis_dir_victor_121923/xbpt_zulu_echo_160107.cfg
  FILE  (non-res)    Archive        166783 2026-05-16 16:41:33  test/elvis_dir_index_149423/elvis_dir_victor_121923/xbpt_zulu_papa_839258.bin
  FILE  (non-res)    Archive        310564 2023-11-27 07:16:30  test/elvis_dir_index_149423/xbpt_beta_archive_985685.tmp
  FILE  (non-res)    Archive        407328 2022-02-07 07:16:33  test/elvis_dir_index_149423/xbpt_config_sync_830891.tmp
  FILE  (non-res)    Archive        308061 2026-05-16 16:41:32  test/elvis_dir_index_149423/xbpt_draft_india_626576.tmp
  FILE  (non-res)    Archive        239973 2026-05-16 16:41:29  test/elvis_dir_index_149423/xbpt_draft_record_749595.cfg
  FILE  (non-res)    Archive        505381 2026-05-16 16:41:30  test/elvis_dir_index_149423/xbpt_kilo_draft_550251.bin
  FILE  (non-res)    Archive        297647 2026-05-16 16:41:34  test/elvis_dir_index_149423/xbpt_papa_papa_899322.md
  FILE  (non-res)    Archive        312142 2026-05-16 16:41:32  test/elvis_dir_index_149423/xbpt_quebec_kilo_982841.tmp
  FILE  (non-res)    Archive        376478 2026-05-16 16:41:32  test/elvis_dir_index_149423/xbpt_sync_output_795963.bin
  FILE  (non-res)    Archive        306493 2026-05-16 16:41:27  test/elvis_dir_index_149423/xbpt_victor_gamma_564302.csv
  FILE  (non-res)    Archive        261891 2026-05-16 16:41:34  test/elvis_dir_index_149423/xbpt_yankee_draft_816830.dat
  FILE  (non-res)    Archive        457030 2022-05-20 07:16:16  test/elvis_dir_index_149423/xbpt_zulu_kilo_319858.csv
  DIR   0x806        Directory             2026-05-16 16:41:35  test/elvis_dir_india_800575
  FILE  (non-res)    Archive        480555 2026-05-16 16:41:34  test/elvis_dir_india_800575/xbpt_beta_archive_202282.json
  FILE  (non-res)    Archive         59633 2026-05-16 16:41:30  test/elvis_dir_india_800575/xbpt_cache_index_408825.bin
  FILE  (non-res)    Archive        388287 2026-05-16 16:41:34  test/elvis_dir_india_800575/xbpt_cache_lima_454391.txt
  FILE  (non-res)    Archive        271776 2026-05-16 16:41:34  test/elvis_dir_india_800575/xbpt_delta_lima_807650.tmp
  FILE  (non-res)    Archive        130777 2026-05-16 16:41:30  test/elvis_dir_india_800575/xbpt_foxtrot_zulu_156856.csv
  FILE  (non-res)    Archive        453499 2026-05-16 16:41:32  test/elvis_dir_india_800575/xbpt_kilo_config_292054.json
  FILE  (non-res)    Archive       2097152 2026-05-16 16:41:35  test/elvis_dir_india_800575/xbpt_large_2mb_report_507726.txt
  FILE  (non-res)    Archive        171788 2026-05-16 16:41:34  test/elvis_dir_india_800575/xbpt_log_beta_973172.txt
  FILE  (non-res)    Archive        467882 2026-05-16 16:41:32  test/elvis_dir_india_800575/xbpt_oscar_backup_284025.json
  FILE  (non-res)    Archive         92647 2026-05-16 16:41:31  test/elvis_dir_india_800575/xbpt_output_config_975939.bak
  FILE  (non-res)    Archive        412745 2026-05-16 16:41:33  test/elvis_dir_india_800575/xbpt_output_victor_198806.ini
  FILE  (non-res)    Archive        407328 2022-02-07 07:16:33  test/elvis_dir_india_800575/xbpt_report_temp_854937.tmp
  FILE  (non-res)    Archive        340231 2026-05-16 16:41:28  test/elvis_dir_india_800575/xbpt_sierra_beta_228555.dat
  FILE  (non-res)    Archive        507751 2026-05-16 16:41:32  test/elvis_dir_india_800575/xbpt_sierra_data_271533.bin
  FILE  (non-res)    Archive        145250 2026-05-16 16:41:28  test/elvis_dir_india_800575/xbpt_uniform_lima_155750.md
  DIR   0x808        Directory             2026-05-16 16:41:34  test/elvis_dir_papa_805353
  DIR   0x7f3        Directory             2026-05-16 16:41:34  test/elvis_dir_papa_805353/elvis_dir_november_478580
  DIR   0x81c        Directory             2026-05-16 16:41:34  test/elvis_dir_papa_805353/elvis_dir_november_478580/elvis_dir_kilo_751807
  FILE  (non-res)    Archive        100455 2026-05-16 16:41:31  test/elvis_dir_papa_805353/elvis_dir_november_478580/elvis_dir_kilo_751807/xbpt_delta_zulu_595944.bak
  FILE  (non-res)    Archive        185084 2026-05-16 16:41:32  test/elvis_dir_papa_805353/elvis_dir_november_478580/elvis_dir_kilo_751807/xbpt_temp_backup_816270.cfg
  FILE  (non-res)    Archive        401806 2026-05-16 16:41:32  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_alpha_cache_742120.dat
  FILE  (non-res)    Archive        474347 2026-05-16 16:41:28  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_archive_trace_798923.cfg
  FILE  (non-res)    Archive        283618 2026-05-16 16:41:33  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_audit_sync_528794.xml
  FILE  (non-res)    Archive        140609 2026-05-16 16:41:28  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_backup_mike_407434.log
  FILE  (non-res)    Archive         60673 2026-05-16 16:41:33  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_beta_echo_977425.bin
  FILE  (non-res)    Archive        216460 2026-05-16 16:41:33  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_config_log_890790.bak
  FILE  (non-res)    Archive        516104 2024-01-13 07:17:04  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_delta_echo_268401.csv
  FILE  (non-res)    Archive        173269 2026-05-16 16:41:30  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_delta_report_275249.dat
  FILE  (non-res)    Archive        237968 2026-05-16 16:41:34  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_hardlink_echo_387599.ini
  FILE  (non-res)    Archive        239973 2026-05-16 16:41:29  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_hotel_kilo_705007.cfg
  FILE  (non-res)    Archive        113106 2026-05-16 16:41:33  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_index_index_579494.cfg
  FILE  (non-res)    Archive        333522 2026-05-16 16:41:33  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_kilo_output_350111.log
  FILE  (non-res)    Archive        552331 2026-05-16 16:41:31  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_lima_temp_514782.csv
  FILE  (non-res)    Archive        516237 2025-07-16 07:17:35  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_lima_victor_941030.cfg
  FILE  (non-res)    Archive        123468 2026-05-16 16:41:33  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_log_output_579275.dat
  FILE  (non-res)    Archive        163402 2026-05-16 16:41:34  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_oscar_archive_384713.txt
  FILE  (non-res)    Archive        392164 2026-05-16 16:41:32  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_oscar_foxtrot_635028.xml
  FILE  (non-res)    Archive        188129 2026-05-16 16:41:33  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_papa_index_238422.csv
  FILE  (non-res)    Archive         30711 2026-05-16 16:41:34  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_quebec_papa_978800.txt
  FILE  (non-res)    Archive        546650 2026-05-16 16:41:29  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_sierra_echo_921063.xml
  FILE  (non-res)    Archive        219586 2026-05-16 16:41:33  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_tango_echo_291736.csv
  FILE  (non-res)    Archive        407328 2022-02-07 07:16:33  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_temp_sierra_130629.tmp
  FILE  (non-res)    Archive        462545 2021-10-19 07:16:21  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_trace_gamma_651618.dat
  FILE  (non-res)    Archive        505381 2026-05-16 16:41:30  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_victor_tango_152379.bin
  FILE  (non-res)    Archive        142209 2026-05-16 16:41:32  test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_yankee_victor_114004.ini
  FILE  (non-res)    Archive        307397 2026-05-16 16:41:33  test/elvis_dir_papa_805353/xbpt_audit_index_229436.csv
  FILE  (non-res)    Archive        179320 2026-05-16 16:41:32  test/elvis_dir_papa_805353/xbpt_mike_oscar_154118.csv
  FILE  (non-res)    Archive        219663 2026-05-16 16:41:34  test/elvis_dir_papa_805353/xbpt_november_hotel_509136.md
  FILE  (non-res)    Archive        151966 2026-05-16 16:41:29  test/elvis_dir_papa_805353/xbpt_november_record_124675.bak
  FILE  (non-res)    Archive         50327 2026-05-16 16:41:33  test/elvis_dir_papa_805353/xbpt_november_sierra_312346.xml
  FILE  (non-res)    Archive        191641 2026-05-16 16:41:34  test/elvis_dir_papa_805353/xbpt_oscar_archive_362034.json
  FILE  (non-res)    Archive        214551 2026-05-16 16:41:34  test/elvis_dir_papa_805353/xbpt_papa_victor_656146.log
  FILE  (non-res)    Archive        187614 2026-05-16 16:41:34  test/elvis_dir_papa_805353/xbpt_temp_data_294711.md
  FILE  (non-res)    Archive        185084 2026-05-16 16:41:32  test/elvis_dir_papa_805353/xbpt_temp_log_141240.cfg
  DIR   0x7f2        Directory             2026-05-16 16:41:35  test/elvis_dir_record_449015
  DIR   0x80d        Directory             2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_lima_252141
  DIR   0x7f4        Directory             2026-05-16 16:41:35  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778
  DIR   0x7f0        Directory             2026-05-16 16:41:33  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_beta_984608
  FILE  (non-res)    Archive        407804 2026-03-01 07:16:07  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_beta_984608/xbpt_cache_zulu_259753.dat
  FILE  (non-res)    Archive        401806 2026-05-16 16:41:32  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_beta_984608/xbpt_delta_india_877880.dat
  FILE  (non-res)    Archive        408171 2023-08-26 07:16:12  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_beta_984608/xbpt_delta_temp_981764.tmp
  FILE  (non-res)    Archive         11844 2026-05-16 16:41:30  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_beta_984608/xbpt_mike_quebec_329740.dat
  DIR   0x7fc        Directory             2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_cache_505509
  FILE  (non-res)    Archive          8103 2026-05-16 16:41:29  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_cache_505509/xbpt_mike_trace_701071.dat
  DIR   0x7f5        Directory             2026-05-16 16:41:31  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264
  FILE  (non-res)    Archive        462545 2021-10-19 07:16:21  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_audit_config_255291.dat
  FILE  (non-res)    Archive        184020 2026-05-16 16:41:32  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_beta_report_756229.csv
  FILE  (non-res)    Archive        173269 2026-05-16 16:41:30  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_november_cache_127869.dat
  FILE  (non-res)    Archive        429380 2024-06-07 07:17:11  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_zulu_trace_481495.md
  FILE  (non-res)    Archive        219827 2022-06-17 07:16:38  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_backup_echo_585708.csv
  FILE  (non-res)    Archive        371711 2026-05-16 16:41:31  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_beta_archive_448246.ini
  FILE  (non-res)    Archive        408171 2026-05-16 16:41:27  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_draft_oscar_719333.tmp
  FILE  (non-res)    Archive         96238 2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_kilo_beta_246643.bin
  FILE  (non-res)    Archive       7340032 2026-05-16 16:41:35  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_large_7mb_india_845613.txt
  FILE  (non-res)    Archive      90177536 2026-05-16 16:41:35  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_large_86mb_india_568540.txt
  FILE  (non-res)    Archive          8137 2026-05-16 16:41:32  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_log_romeo_319918.txt
  FILE  (non-res)    Archive        363952 2026-05-16 16:41:31  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_mike_trace_484217.ini
  FILE  (non-res)    Archive        236094 2026-05-16 16:41:27  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_mike_uniform_215836.txt
  FILE  (non-res)    Archive        318104 2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_report_india_560484.txt
  FILE  (non-res)    Archive         97673 2026-05-16 16:41:30  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_romeo_output_531365.cfg
  FILE  (non-res)    Archive        166671 2026-05-16 16:41:31  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_sync_echo_156375.ini
  FILE  (non-res)    Archive        129835 2025-12-30 07:17:16  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_temp_mike_134457.bak
  FILE  (non-res)    Archive        500541 2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_trace_delta_811163.txt
  FILE  (non-res)    Archive        490481 2026-05-16 16:41:32  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_yankee_tango_103961.bin
  FILE  (non-res)    Archive        283500 2026-05-16 16:41:28  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/xbpt_zulu_hotel_433348.log
  DIR   0x81d        Directory             2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_report_664539
  FILE  (non-res)    Archive        355665 2026-05-16 16:41:33  test/elvis_dir_record_449015/elvis_dir_lima_252141/xbpt_alpha_delta_877195.json
  FILE  (non-res)    Archive        159126 2026-05-16 16:41:30  test/elvis_dir_record_449015/elvis_dir_lima_252141/xbpt_index_draft_129088.bin
  FILE  (non-res)    Archive        163770 2026-05-16 16:41:33  test/elvis_dir_record_449015/elvis_dir_lima_252141/xbpt_kilo_quebec_845728.bak
  FILE  (non-res)    Archive        296805 2026-05-16 16:41:32  test/elvis_dir_record_449015/elvis_dir_lima_252141/xbpt_tango_record_232127.csv
  FILE  (non-res)    Archive        317120 2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_lima_252141/xbpt_temp_index_659152.xml
  FILE  (non-res)    Archive        217733 2026-05-16 16:41:32  test/elvis_dir_record_449015/elvis_dir_lima_252141/xbpt_uniform_mike_713257.xml
  FILE  (non-res)    Archive          2590 2026-05-16 16:41:32  test/elvis_dir_record_449015/elvis_dir_lima_252141/xbpt_yankee_report_288078.log
  DIR   0x804        Directory             2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_papa_104235
  DIR   0x7ea        Directory             2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743
  DIR   0x7e9        Directory             2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016
  DIR   0x807        Directory             2026-05-16 16:41:31  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_archive_704644
  FILE  (non-res)    Archive        170417 2026-05-16 16:41:31  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_archive_704644/xbpt_uniform_oscar_320878.log
  DIR   0x7e7        Directory             2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148
  FILE  (non-res)    Archive        340231 2026-05-16 16:41:28  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_config_archive_855545.dat
  FILE  (non-res)    Archive        498204 2026-05-16 16:41:29  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_data_victor_588744.ini
  FILE  (non-res)    Archive        193275 2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_delta_sierra_216359.bin
  FILE  (non-res)    Archive        499196 2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_hotel_data_899354.bak
  FILE  (non-res)    Archive         23113 2026-05-16 16:41:27  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_index_zulu_828859.bak
  FILE  (non-res)    Archive        442099 2026-05-16 16:41:30  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_lima_mike_622053.csv
  FILE  (non-res)    Archive        238043 2026-05-16 16:41:28  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_papa_audit_649170.md
  FILE  (non-res)    Archive        116615 2026-05-16 16:41:27  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_sierra_log_210965.log
  FILE  (non-res)    Archive        414625 2026-05-16 16:41:26  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_tango_mike_573093.dat
  FILE  (non-res)    Archive        459389 2026-05-16 16:41:30  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_temp_audit_764882.bak
  FILE  (non-res)    Archive        344917 2026-05-16 16:41:28  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_uniform_alpha_203203.json
  FILE  (non-res)    Archive        190655 2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_whiskey_kilo_275488.json
  FILE  (non-res)    Archive        192688 2026-05-16 16:41:28  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_whiskey_romeo_757926.txt
  FILE  (non-res)    Archive        360608 2022-04-19 07:16:47  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148/xbpt_yankee_foxtrot_727835.bak
  DIR   0x7fd        Directory             2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_index_592790
  FILE  (non-res)    Archive        163495 2026-05-16 16:41:32  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_index_592790/xbpt_delta_delta_676812.xml
  FILE  (non-res)    Archive        498204 2026-05-16 16:41:29  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_index_592790/xbpt_draft_india_571157.ini
  DIR   0x7fb        Directory             2026-05-16 16:41:34  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398
  DIR   0x7ee        Directory             2026-05-16 16:41:31  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805
  DIR   0x7f8        Directory             2026-05-16 16:41:33  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083
  FILE  (non-res)    Archive        336685 2026-05-16 16:41:31  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083/xbpt_yankee_echo_729349.tmp
  FILE  (non-res)    Archive        330404 2026-05-16 16:41:32  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_alpha_delta_830163.ini
  FILE  (non-res)    Archive         57215 2026-05-16 16:41:29  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_backup_draft_411674.log
  FILE  (non-res)    Archive        105712 2026-05-16 16:41:33  test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_delta_cache_147912.bin
