# forefst win11refstestmftecmd.raw specials reparse
# ----------------------------------------------------------------------------

── reparse  (444) — symlinks / junctions / WSL links ──
  TAG                        TARGET                                   PATH
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_index_885031\xbpt_config_sierra_925103.ini testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/xbpt_hardlink_romeo_537642.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\xbpt_uniform_kilo_835445.log testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/xbpt_log_cache_206425.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_gamma_333765\xbpt_india_sierra_627062.bak testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/xbpt_symlink_alpha_777420.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_draft_196876\dir_lima_228687\dir_india_641930\xbpt_index_oscar_734738.json testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/xbpt_symlink_draft_955075.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_foxtrot_302916\xbpt_symlink_delta_376647.lnk testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/xbpt_symlink_papa_366679.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_gamma_404999\dir_record_907427\dir_hotel_928595\dir_india_641930\dir_cache_422839\dir_archive_332421\xbpt_sync_kilo_590293.bak testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/xbpt_symlink_quebec_602997.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_draft_196876\xbpt_zulu_index_720705.lnk testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/xbpt_symlink_record_727590.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\xbpt_index_victor_598659.bak testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_hardlink_kilo_269719.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_gamma_333765\dir_zulu_845500\xbpt_audit_india_294476.md testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_hotel_backup_359466.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_uniform_919173\xbpt_symlink_yankee_659090.lnk testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_quebec_uniform_712946.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_report_583335\xbpt_tango_backup_189022.lnk testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_symlink_beta_770708.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_gamma_333765\dir_zulu_845500\xbpt_audit_india_294476.md testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_symlink_delta_252704.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_gamma_333765\dir_zulu_845500\xbpt_symlink_victor_321005.lnk testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_symlink_delta_376647.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_report_583335\xbpt_symlink_beta_248049.lnk testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_symlink_foxtrot_278672.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_backup_645744\dir_kilo_987907\xbpt_symlink_audit_699430.lnk testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_symlink_november_528290.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_backup_645744\dir_kilo_987907\xbpt_output_quebec_864748.dat testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_symlink_record_218215.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_output_819015\xbpt_gamma_romeo_253136.bak testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_symlink_whiskey_148952.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_gamma_404999\dir_whiskey_550421\dir_sierra_463915\xbpt_beta_romeo_915995.xml testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_symlink_whiskey_577627.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_backup_645744\xbpt_hardlink_beta_222943.txt testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/xbpt_hardlink_alpha_216580.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\xbpt_foxtrot_kilo_188200.bin testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/xbpt_hardlink_lima_552476.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_uniform_919173\xbpt_symlink_uniform_241989.lnk testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/xbpt_report_november_461960.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_draft_196876\dir_lima_228687\dir_india_641930\dir_cache_422839\dir_archive_332421\xbpt_sync_kilo_590293.bak testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/xbpt_symlink_audit_808442.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\xbpt_hardlink_yankee_518134.dat testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/xbpt_symlink_cache_471699.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\xbpt_hardlink_config_395241.md testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/xbpt_symlink_data_634414.lnk
    IO_REPARSE_TAG_SYMLINK (0xa000000c) N:\testintegrity\dir_romeo_329630\dir_kilo_987907\xbpt_log_alpha_992477.dat testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/xbpt_symlink_echo_957266.lnk
