path,oid,confidence,signals,created,modified,changed,accessed
test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/elvis_dir_quebec_218899/xbpt_config_record_746941.dat,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-05-06 07:17:31,2024-05-06 07:17:31,2026-05-23 07:38:51,2024-05-06 07:17:31
test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_victor_echo_578793.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2023-10-15 07:17:00,2023-10-15 07:17:00,2026-05-23 07:38:50,2023-10-15 07:17:00
test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_zulu_output_293634.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2023-11-21 07:17:13,2023-11-21 07:17:13,2026-05-23 07:38:51,2023-11-21 07:17:13
test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_cache_beta_265588.tmp,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-03-06 07:16:22,2022-03-06 07:16:22,2026-05-23 07:38:51,2022-03-06 07:16:22
test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_index_temp_198731.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-02-28 07:17:26,2022-02-28 07:17:26,2026-05-23 07:38:51,2022-02-28 07:17:26
test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_log_whiskey_169575.dat,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-12-26 07:16:15,2022-12-26 07:16:15,2026-05-23 07:38:46,2022-12-26 07:16:15
test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_temp_foxtrot_475776.md,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-04-08 07:17:35,2025-04-08 07:17:35,2026-05-23 07:38:52,2025-04-08 07:17:35
test2/elvis_dir_victor_783323/xbpt_delta_echo_626074.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-04-19 07:17:09,2025-04-19 07:17:09,2026-05-23 07:38:50,2025-04-19 07:17:09
test2/elvis_dir_victor_783323/xbpt_record_mike_276675.tmp,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-12-01 07:17:11,2025-12-01 07:17:11,2026-05-23 07:38:50,2025-12-01 07:17:11
test2/elvis_dir_victor_783323/xbpt_romeo_yankee_383561.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-05-31 07:17:29,2022-05-31 07:17:29,2026-05-23 07:38:51,2022-05-31 07:17:29
test2/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2021-10-04 07:16:49,2021-10-04 07:16:49,2026-05-23 07:38:49,2021-10-04 07:16:49
test2/elvis_dir_victor_783323/xbpt_yankee_output_781405.csv,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-09-04 07:16:57,2025-09-04 07:16:57,2026-05-23 07:38:50,2025-09-04 07:16:57
test2/xbpt_config_log_982725.bin,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2021-10-15 07:17:19,2021-10-15 07:17:19,2026-05-23 07:38:51,2021-10-15 07:17:19
test2/xbpt_index_india_423224.csv,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-06-06 07:17:11,2025-06-06 07:17:11,2026-05-23 07:38:51,2025-06-06 07:17:11
test2/xbpt_india_papa_801739.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-08-11 07:17:32,2025-08-11 07:17:32,2026-05-23 07:38:51,2025-08-11 07:17:32
test2/xbpt_india_temp_831504.csv,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-04-02 07:16:32,2024-04-02 07:16:32,2026-05-23 07:38:49,2024-04-02 07:16:32
test2/xbpt_yankee_audit_433793.xml,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-02-12 07:16:16,2022-02-12 07:16:16,2026-05-23 07:38:47,2022-02-12 07:16:16
testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_kilo_863699/dir_zulu_312953/xbpt_hardlink_tango_212500.json,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2026-04-18 07:48:17,2026-04-18 07:48:17,2026-05-23 07:53:52,2026-04-18 07:48:17
testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_kilo_863699/xbpt_record_cache_677917.dat,(non-res),HIGH,PRE_FORMAT|USN_CREATE_MISMATCH,2024-05-21 07:48:14,2026-05-23 07:53:52,2026-05-23 07:53:52,2026-05-23 07:53:52
testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_oscar_342854/dir_archive_860003/xbpt_hardlink_backup_502262.bin,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-04-18 07:50:12,2022-04-18 07:50:12,2026-05-23 07:53:54,2022-04-18 07:50:12
testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_report_930793/xbpt_output_temp_615727.cfg,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2025-05-13 07:49:57,2025-05-13 07:49:57,2026-05-23 07:53:53,2025-05-13 07:49:57
testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_735193/dir_backup_240201/dir_draft_203180/dir_zulu_409792/xbpt_data_romeo_992013.json,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2023-02-21 07:48:51,2023-02-21 07:48:51,2026-05-23 07:53:51,2023-02-21 07:48:51
testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_735193/xbpt_config_cache_208102.md,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2023-01-31 07:49:20,2023-01-31 07:49:20,2026-05-23 07:53:52,2023-01-31 07:49:20
testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/dir_papa_189433/xbpt_hardlink_beta_609618.bak,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-01-16 07:49:30,2022-01-16 07:49:30,2026-05-23 07:53:53,2022-01-16 07:49:30
testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/dir_quebec_957455/xbpt_zulu_index_584442.dat,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2023-05-02 07:49:07,2023-05-02 07:49:07,2026-05-23 07:53:52,2023-05-02 07:49:07
testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/dir_uniform_914766/xbpt_hardlink_mike_495558.bak,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-01-16 07:49:30,2026-05-23 07:53:53,2026-05-23 07:53:53,2026-05-23 07:53:53
testintegrity/dir_romeo_348517/dir_alpha_208192/dir_november_114124/xbpt_hardlink_victor_401815.log,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2024-05-22 07:50:02,2024-05-22 07:50:02,2026-05-23 07:53:53,2024-05-22 07:50:02
testintegrity/dir_romeo_348517/dir_alpha_208192/xbpt_record_index_333773.cfg,(non-res),HIGH,PRE_FORMAT|USN_BASIC_INFO_CHANGE|USN_CREATE_MISMATCH,2023-02-26 07:47:56,2026-05-23 07:53:49,2026-05-23 07:53:49,2026-05-23 07:53:49
testintegrity/dir_romeo_348517/dir_alpha_208192/xbpt_whiskey_kilo_696933.md,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH|USN_CREATE_MISMATCH,2024-03-14 07:48:36,2026-05-23 07:53:51,2026-05-23 07:53:51,2026-05-23 07:53:51
testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_log_alpha_992477.dat,(non-res),HIGH,PRE_FORMAT|USN_BASIC_INFO_CHANGE|USN_CREATE_MISMATCH,2023-08-09 07:47:55,2026-05-23 07:53:50,2026-05-23 07:53:52,2026-05-23 07:53:50
testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_oscar_audit_617257.json,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2024-11-17 07:48:36,2024-11-17 07:48:36,2026-05-23 07:53:50,2024-11-17 07:48:36
testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_hardlink_beta_222943.txt,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2024-07-02 07:49:01,2024-07-02 07:49:01,2026-05-23 07:53:51,2024-07-02 07:49:01
testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_hardlink_index_906427.json,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2026-04-18 07:48:17,2026-04-18 07:48:17,2026-05-23 07:53:49,2026-04-18 07:48:17
testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_hardlink_quebec_103258.csv,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2025-05-28 07:50:04,2025-05-28 07:50:04,2026-05-23 07:53:53,2025-05-28 07:50:04
testintegrity/dir_romeo_348517/xbpt_hardlink_india_193722.bak,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|HARDLINK_MACB_MISMATCH,2022-01-16 07:49:30,2022-01-16 07:49:30,2026-05-23 07:53:53,2022-01-16 07:49:30
testintegrity/dir_romeo_348517/xbpt_tango_record_968896.md,(resident),HIGH,CHANGE_LATE|PRE_FORMAT,2022-05-22 07:48:52,2022-05-22 07:48:52,2026-05-23 07:53:51,2022-05-22 07:48:52
testintegrity/xbpt_foxtrot_kilo_188200.bin,(non-res),HIGH,PRE_FORMAT|USN_CREATE_MISMATCH,2021-07-21 07:48:20,2026-05-23 07:53:53,2026-05-23 07:53:53,2026-05-23 07:53:53
testintegrity/xbpt_gamma_data_633866.json,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|USN_BASIC_INFO_CHANGE,2026-04-18 07:48:17,2026-04-18 07:48:17,2026-05-23 07:53:53,2026-04-18 07:48:17
testintegrity/xbpt_hardlink_backup_104228.log,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2021-12-28 07:49:15,2021-12-28 07:49:15,2026-05-23 07:53:53,2021-12-28 07:49:15
testintegrity/xbpt_index_victor_598659.bak,(resident),HIGH,PRE_FORMAT|USN_CREATE_MISMATCH,2025-03-09 07:48:01,2026-05-23 07:53:50,2026-05-23 07:53:50,2026-05-23 07:53:50
testintegrity/xbpt_india_lima_261899.json,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2024-02-04 07:47:54,2026-05-23 07:53:49,2026-05-23 07:53:49,2026-05-23 07:53:49
testintegrity/xbpt_india_yankee_623909.dat,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT|USN_CREATE_MISMATCH,2023-01-05 07:48:06,2023-01-05 07:48:06,2026-05-23 07:53:49,2023-01-05 07:48:06
testintegrity/xbpt_uniform_kilo_835445.log,(non-res),HIGH,PRE_FORMAT|USN_CREATE_MISMATCH,2021-12-28 07:49:15,2026-05-23 07:53:53,2026-05-23 07:53:53,2026-05-23 07:53:53
testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_archive_draft_753371.cfg,(non-res),HIGH,PRE_FORMAT|USN_BASIC_INFO_CHANGE|USN_CREATE_MISMATCH,2022-11-01 07:39:55,2026-05-23 07:44:17,2026-05-23 07:44:19,2026-05-23 07:44:17
testspecials/dir_echo_260113/xbpt_lima_audit_873256.log,(resident),HIGH,CHANGE_LATE|PRE_FORMAT|USN_BASIC_INFO_CHANGE|USN_CREATE_MISMATCH,2021-08-06 07:40:34,2021-08-06 07:40:34,2026-05-23 07:44:20,2021-08-06 07:40:34
testspecials/dir_mike_420327/xbpt_hardlink_romeo_520215.json,(non-res),HIGH,CHANGE_LATE|PRE_FORMAT,2021-12-11 07:40:20,2021-12-11 07:40:20,2026-05-23 07:44:19,2021-12-11 07:40:20
testspecials/dir_mike_420327/xbpt_hardlink_tango_580634.log,(non-res),HIGH,PRE_FORMAT|HARDLINK_MACB_MISMATCH,2025-10-27 07:42:06,2026-05-23 07:44:23,2026-05-23 07:44:23,2026-05-23 07:44:23
